budget,runtime,vote_average,vote_count,popularity,genre_count,release_year,budget_category,main_genre,is_english,is_hit
0,75,7.5,50,5.6771,3,2023.0,Ultra_Low,Animation,0,1
209000000,131,5.864,5638,8.9573,4,2012.0,High,Thriller,1,0
0,96,7.291,721,4.6714,3,2021.0,Ultra_Low,Animation,1,0
0,91,5.1,5,3.0293,3,1992.0,Ultra_Low,Comedy,0,0
20000,81,10.0,1,1.2826,2,2020.0,Ultra_Low,Comedy,1,0
0,91,6.221,411,4.5341,1,2023.0,Ultra_Low,Drama,1,1
130000000,146,7.426,17721,9.7632,3,2013.0,Medium,Adventure,1,1
0,109,6.798,47,6.9953,3,2025.0,Ultra_Low,Comedy,0,0
0,90,6.4,73,3.334,2,2024.0,Ultra_Low,Horror,1,0
45000000,103,6.7,1606,3.0735,2,2011.0,Low,Family,1,1
50000000,124,6.038,1037,5.8532,2,1997.0,Low,Action,1,0
4900000,81,6.361,3940,4.8733,1,2016.0,Low,Horror,1,1
6000000,75,6.944,5254,8.4905,4,1959.0,Low,Fantasy,1,1
45000000,113,6.0,886,2.6394,3,2004.0,Low,Action,1,0
2500000,128,7.227,44,3.7433,3,2024.0,Low,Crime,0,0
0,75,6.783,523,3.9478,3,2008.0,Ultra_Low,Animation,1,0
25000000,95,5.507,1519,5.2686,3,2015.0,Low,Action,1,0
65000000,103,6.366,2227,4.3018,3,2016.0,Medium,Adventure,1,0
25000000,129,6.996,1561,3.0449,3,2005.0,Low,Drama,1,0
0,86,7.2,215,2.8258,2,2004.0,Ultra_Low,Family,1,0
15000000,104,6.992,8171,6.3003,4,2016.0,Low,Thriller,1,1
30000000,107,7.199,1726,5.3563,3,2022.0,Low,Fantasy,1,0
0,96,7.5,16,2.7986,1,2023.0,Ultra_Low,Documentary,0,0
30000000,108,6.0,1081,3.0931,2,2011.0,Low,Action,1,1
0,74,4.0,2,1.3988,1,2019.0,Ultra_Low,Documentary,1,0
0,56,5.409,22,5.3468,2,2013.0,Ultra_Low,Animation,0,0
40000000,122,6.593,3619,7.0083,2,2019.0,Low,Action,1,1
90000000,138,7.548,1562,197.5341,3,2025.0,Medium,Horror,1,1
8500000,100,6.769,4394,5.2939,2,2015.0,Low,Romance,1,1
0,89,5.3,3,1.6302,1,2018.0,Ultra_Low,Thriller,1,0
0,104,6.6,565,2.5826,1,2021.0,Ultra_Low,Drama,1,0
0,107,6.429,7,2.277,1,2025.0,Ultra_Low,Horror,0,0
0,91,7.069,29,2.1987,4,1989.0,Ultra_Low,Action,0,0
30000000,122,7.412,8937,8.764,3,2015.0,Low,Action,1,0
0,91,5.772,81,3.5743,3,2024.0,Ultra_Low,Horror,1,0
40000000,102,5.999,2020,2.793,3,2021.0,Low,Crime,1,0
0,99,6.5,196,4.9019,3,2024.0,Ultra_Low,Crime,1,1
0,119,7.058,224,16.2964,1,2024.0,Ultra_Low,Drama,0,1
0,90,6.7,23,3.0127,3,2024.0,Ultra_Low,Animation,0,1
7700000,154,7.6,365,3.5256,3,2011.0,Low,Drama,0,1
20000000,108,6.366,1808,4.9227,3,1998.0,Low,Mystery,1,0
0,100,5.682,11,1.377,3,2019.0,Ultra_Low,Drama,0,0
20000000,102,6.533,996,2.8533,3,2008.0,Low,Drama,1,0
0,83,7.5,2,1.0989,0,2018.0,Ultra_Low,Unknown,0,0
30000000,102,6.96,226,17.3502,2,2025.0,Low,Adventure,1,0
0,9,8.28,393,3.7945,4,2023.0,Ultra_Low,Animation,1,0
50000000,107,5.756,1121,2.7049,3,1996.0,Low,Thriller,1,0
0,35,5.769,26,2.7171,2,2004.0,Ultra_Low,Drama,0,0
0,102,5.236,682,3.2033,2,2020.0,Ultra_Low,Comedy,0,0
0,103,6.0,3,6.5749,1,2025.0,Ultra_Low,Comedy,0,0
0,187,7.4,410,3.1994,3,2003.0,Ultra_Low,Comedy,0,1
22000000,115,6.7,521,3.0798,2,2022.0,Low,Comedy,1,0
15000000,180,7.0,1159,3.0262,5,2006.0,Low,Horror,1,0
0,99,6.03,1483,2.9107,4,2017.0,Ultra_Low,Science Fiction,1,1
0,0,0.0,0,2.4466,2,2014.0,Ultra_Low,Drama,0,0
0,87,7.15,1376,14.0496,3,2016.0,Ultra_Low,Action,1,1
0,120,7.1,38,2.5762,3,2017.0,Ultra_Low,Family,0,1
0,105,6.699,347,2.6291,2,2015.0,Ultra_Low,Drama,0,0
21000000,123,7.925,2307,4.8548,2,2007.0,Low,Crime,1,0
6000000,123,7.422,2205,3.1664,1,2006.0,Low,Drama,1,1
0,112,7.367,3242,16.1675,3,2022.0,Ultra_Low,Romance,0,0
35000000,109,6.653,2437,3.7931,3,2017.0,Low,Drama,1,0
50000000,130,7.44,2070,2.8073,3,2003.0,Low,Drama,1,0
0,85,8.0,1,11.8602,1,2012.0,Ultra_Low,Drama,0,0
29000000,131,6.8,373,2.98,2,2011.0,Low,Action,0,0
0,100,7.9,1443,4.9987,3,1994.0,Ultra_Low,Drama,0,1
75000000,138,7.069,8641,10.3644,2,2021.0,Medium,Comedy,1,0
0,91,7.168,95,2.4831,3,1997.0,Ultra_Low,Animation,0,0
0,82,5.644,587,3.5887,1,2013.0,Ultra_Low,Horror,1,0
5000000,108,6.691,3297,3.0348,3,2015.0,Low,Thriller,1,1
10500000,90,6.2,575,2.5334,4,2012.0,Low,Animation,0,0
0,61,7.1,8,3.5872,3,2025.0,Ultra_Low,Animation,1,0
50000000,126,7.756,3142,13.7818,2,2022.0,Low,Comedy,1,0
0,103,5.3,136,2.8258,3,2021.0,Ultra_Low,Drama,1,1
0,99,5.662,281,3.065,3,2023.0,Ultra_Low,Drama,0,0
4000000,116,6.8,327,3.0982,3,2006.0,Low,Drama,0,0
19000000,144,8.212,17988,11.4687,2,1980.0,Low,Horror,1,0
0,54,7.927,663,4.0784,4,2021.0,Ultra_Low,Animation,0,0
33000000,97,7.047,5201,12.5414,3,1998.0,Low,Action,1,1
10000000,119,5.9,82,2.623,2,1976.0,Low,Action,0,0
26000000,85,6.596,2256,5.9376,3,1991.0,Low,Action,1,1
0,95,0.0,0,1.1756,3,2019.0,Ultra_Low,Drama,1,0
6000000,99,7.538,8743,6.7757,2,2004.0,Low,Horror,1,1
100000000,94,7.042,2812,40.0282,4,2024.0,Medium,Family,1,1
6000000,91,6.138,3224,4.7694,2,2019.0,Low,Horror,1,1
0,170,6.819,58,1.5637,2,2020.0,Ultra_Low,Thriller,0,0
0,92,6.088,17,17.3214,3,2025.0,Ultra_Low,Action,0,1
70000000,127,7.711,2706,46.7547,3,2025.0,Medium,Romance,1,0
5700000,110,7.45,1280,3.0045,3,2009.0,Low,Action,0,1
0,117,7.106,90,2.0209,1,2001.0,Ultra_Low,Drama,0,0
120000000,115,6.953,12065,8.3494,2,2004.0,Medium,Action,1,0
0,81,6.4,5,2.4832,1,2017.0,Ultra_Low,Romance,0,0
22000000,121,7.4,582,2.7357,3,1977.0,Low,Thriller,1,0
0,121,7.1,48,2.1112,1,2008.0,Ultra_Low,Drama,0,0
40000000,135,6.837,566,3.0154,2,2005.0,Low,Drama,1,0
48000000,84,5.965,4198,7.0132,1,2003.0,Low,Comedy,1,1
0,91,7.007,207,4.328,4,2023.0,Ultra_Low,Horror,0,1
50000000,124,7.433,2215,12.1338,5,2023.0,Low,Animation,0,1
30000000,129,7.655,3536,5.2198,4,1996.0,Low,Crime,1,1
250000000,144,7.325,14645,17.9959,3,2014.0,High,Action,1,1
0,112,6.6,108,3.2286,4,2017.0,Ultra_Low,Animation,0,1
5000000,119,7.7,288,2.7008,1,2019.0,Low,Drama,1,1
3200000,123,7.799,1198,7.7168,1,1962.0,Low,Western,1,0
7700000,160,7.3,272,2.8132,2,2013.0,Low,Romance,0,1
15000000,87,5.7,1063,2.4319,2,2006.0,Low,Horror,1,1
0,0,5.962,13,2.7195,2,1996.0,Ultra_Low,Drama,0,0
1500000,115,7.855,384,3.0986,1,1985.0,Low,Comedy,0,0
5000000,90,6.028,632,3.4369,2,1997.0,Low,Horror,1,0
8000000,93,6.8,7039,5.0539,1,2010.0,Low,Comedy,1,1
60000000,123,6.929,560,334.9235,2,2025.0,Medium,Thriller,1,0
0,109,7.5,158,6.1727,2,2024.0,Ultra_Low,Drama,1,0
40000000,110,5.994,1808,4.0098,3,2012.0,Low,Romance,1,0
150000000,138,7.058,11291,10.3564,4,2003.0,Medium,Adventure,1,1
0,0,7.0,1,2.8893,2,2023.0,Ultra_Low,Drama,0,0
82000000,119,5.548,217,3.0537,4,2014.0,Medium,Action,0,0
15000000,96,6.934,3292,10.3134,2,2023.0,Low,Horror,1,1
36000000,120,0.0,0,20.1309,3,2025.0,Low,Action,1,0
3000000,124,5.2,71,5.1413,3,1968.0,Low,Adventure,1,0
0,105,7.207,902,12.588,2,2024.0,Ultra_Low,Romance,1,0
0,130,10.0,1,1.0981,3,2017.0,Ultra_Low,Action,0,0
0,97,8.1,94,2.7096,2,2024.0,Ultra_Low,Documentary,0,0
0,96,5.8,302,2.2639,2,2004.0,Ultra_Low,Drama,1,0
50000000,115,6.893,4649,7.55,4,2017.0,Low,Action,1,0
0,134,0.0,0,3.1546,2,2014.0,Ultra_Low,Drama,0,0
0,93,7.0,124,2.807,1,1957.0,Ultra_Low,Western,1,0
5000000,124,8.4,4544,5.4702,2,1988.0,Low,Drama,0,0
5000000,105,7.443,855,6.7404,3,2023.0,Low,Romance,1,0
0,75,0.0,0,1.1636,1,2021.0,Ultra_Low,Drama,1,0
40000000,123,6.697,2818,4.2864,2,2006.0,Low,Drama,1,0
0,0,0.0,0,2.4679,5,2025.0,Ultra_Low,Family,1,0
0,115,7.1,1002,2.5192,1,1993.0,Ultra_Low,Drama,1,1
0,134,7.1,44,2.004,1,2014.0,Ultra_Low,Drama,0,0
0,90,6.315,46,8.5915,2,2024.0,Ultra_Low,Horror,0,0
39000000,111,7.406,6074,14.7223,3,2021.0,Low,Horror,1,1
0,91,7.7,354,3.4123,4,2022.0,Ultra_Low,Animation,0,0
8000000,99,5.5,317,2.943,4,1989.0,Low,Action,1,0
25000000,142,8.712,28453,31.6394,2,1994.0,Low,Drama,1,0
5800000,112,7.645,3682,7.4089,4,1968.0,Low,Science Fiction,1,1
0,107,6.5,207,4.3055,6,2006.0,Ultra_Low,Family,0,1
30000000,100,6.035,4539,5.4872,2,2013.0,Low,Drama,1,0
0,128,7.016,63,1.8846,3,2004.0,Ultra_Low,Action,1,0
1000000,124,6.718,85,2.5745,3,2023.0,Ultra_Low,Action,1,0
50000,72,8.0,2,1.1405,4,2018.0,Ultra_Low,Drama,1,0
40000000,116,6.393,2258,3.5854,3,2018.0,Low,Comedy,1,0
2000000,104,7.029,654,1.9315,6,2005.0,Low,Action,1,0
60000000,119,6.21,1876,3.4781,5,2003.0,Medium,Action,1,0
0,84,7.3,130,3.6307,3,2024.0,Ultra_Low,Animation,1,1
0,101,6.8,38,2.6142,4,2023.0,Ultra_Low,Action,0,0
45000000,113,7.118,2708,4.0451,3,2002.0,Low,Comedy,1,1
0,115,0.0,0,1.5035,2,2014.0,Ultra_Low,Crime,1,0
0,104,8.3,6,11.8863,2,2025.0,Ultra_Low,Western,1,0
80000000,97,6.8,2345,3.835,4,2010.0,Medium,Animation,1,0
0,105,7.916,1954,3.9657,2,1949.0,Ultra_Low,Thriller,1,1
6500000,105,6.959,1006,4.8003,3,1980.0,Low,Thriller,1,1
2000000,137,8.0,3820,4.3125,2,2006.0,Low,Drama,0,1
0,76,7.2,371,2.6801,3,1997.0,Ultra_Low,Animation,1,0
0,129,7.125,8,15.9339,3,2024.0,Ultra_Low,Drama,0,0
0,110,8.006,437,2.6891,1,1949.0,Ultra_Low,Drama,0,0
3000000,105,7.678,1137,4.3611,1,2005.0,Low,Drama,1,0
0,86,6.323,269,3.3897,3,2024.0,Ultra_Low,Comedy,1,0
82500000,107,6.297,7183,6.6992,3,2006.0,Medium,Comedy,1,0
0,76,5.843,1241,4.0165,4,2008.0,Ultra_Low,Adventure,1,1
5650000,93,7.057,766,3.6329,3,2013.0,Low,Thriller,0,0
0,75,4.4,7,3.1288,5,2024.0,Ultra_Low,Action,0,0
0,100,6.62,1455,3.073,3,2021.0,Ultra_Low,Science Fiction,0,0
0,85,8.8,2,11.5599,5,2022.0,Ultra_Low,Animation,0,0
245000000,136,7.26,19796,12.0381,3,2015.0,High,Adventure,1,1
19000000,141,7.477,2116,2.8713,3,2006.0,Low,Action,1,1
310607,66,7.795,1224,3.3192,2,1932.0,Ultra_Low,Drama,1,0
45000000,112,6.479,535,4.4138,3,2023.0,Low,Comedy,1,0
20000000,97,4.24,48,2.2219,2,2015.0,Low,Action,1,0
0,126,7.7,320,3.5402,3,2017.0,Ultra_Low,Action,0,0
6000000,109,7.53,3760,3.1245,2,2008.0,Low,Drama,1,1
80000000,134,6.121,1685,3.1633,4,1998.0,Medium,Science Fiction,1,0
26000000,104,5.869,2308,3.8522,2,2010.0,Low,Horror,1,0
0,87,5.0,5,2.2166,1,2024.0,Ultra_Low,Horror,0,0
10700000,114,7.148,3108,4.1892,1,1982.0,Low,Horror,1,1
110000000,117,6.406,4742,6.5148,3,2010.0,Medium,Action,1,0
0,100,6.062,145,5.157,2,2024.0,Ultra_Low,Action,0,0
1300000,92,7.5,693,2.235,3,1974.0,Low,Music,1,0
29000000,146,6.449,207,5.5415,3,2023.0,Low,Action,0,1
0,98,8.1,173,3.1548,4,2019.0,Ultra_Low,Animation,0,1
0,118,5.7,676,2.4366,2,2015.0,Ultra_Low,Drama,1,1
0,113,4.0,1,1.1179,3,2010.0,Ultra_Low,Crime,1,0
12000000,97,5.548,1108,2.6864,3,2006.0,Low,Comedy,1,1
0,121,6.7,161,2.4556,5,2008.0,Ultra_Low,Action,0,0
0,94,3.5,2,2.6149,2,2015.0,Ultra_Low,Drama,0,0
31000000,118,7.253,1849,3.6186,2,2000.0,Low,Science Fiction,1,0
38000000,114,6.9,3170,3.7052,3,2010.0,Low,Comedy,1,0
0,70,0.0,0,1.2327,1,2014.0,Ultra_Low,Drama,1,0
0,100,5.8,12,4.511,2,2023.0,Ultra_Low,Horror,0,1
0,102,7.777,139,2.3964,2,1954.0,Ultra_Low,Drama,0,0
0,112,7.2,178,1.9715,2,1960.0,Ultra_Low,Crime,0,0
44000000,147,7.603,3636,5.521,3,1996.0,Low,Crime,1,1
0,140,8.3,447,4.6311,4,2020.0,Ultra_Low,Animation,0,1
0,88,4.25,4,1.5369,2,2017.0,Ultra_Low,Drama,1,0
25000000,130,6.698,3041,5.813,3,1992.0,Low,Action,1,1
0,100,7.813,16,28.3036,1,2025.0,Ultra_Low,Comedy,0,0
31000000,143,6.955,429,2.3577,2,1995.0,Low,Drama,1,1
1000000,96,7.6,80,2.3165,1,2010.0,Ultra_Low,Drama,0,0
5000000,108,7.6,376,2.6675,1,2018.0,Low,Drama,1,1
0,166,8.7,3,2.3806,3,2017.0,Ultra_Low,Drama,0,1
0,70,3.571,7,1.8027,1,1995.0,Ultra_Low,Horror,0,0
0,92,6.247,591,2.8756,3,2006.0,Ultra_Low,Fantasy,1,0
0,107,7.4,89,2.3039,5,2006.0,Ultra_Low,Animation,0,1
0,81,0.0,0,1.0337,2,2015.0,Ultra_Low,Drama,1,0
10000000,88,4.434,432,2.4739,2,2002.0,Low,Horror,1,0
3000000,92,6.2,580,2.2057,3,1985.0,Low,Comedy,1,1
19000000,101,6.232,1926,2.7452,3,2010.0,Low,Comedy,1,0
26000000,137,7.078,1057,4.718,2,2006.0,Low,Drama,1,0
0,78,0.0,0,2.4776,0,2023.0,Ultra_Low,Unknown,0,0
0,5,5.4,53,4.8625,2,2024.0,Ultra_Low,Animation,1,0
0,106,5.727,33,7.1053,1,2025.0,Ultra_Low,Documentary,0,0
68000000,124,6.702,1722,3.5383,5,2001.0,Medium,Action,1,0
55000000,92,5.631,2132,4.5797,4,1997.0,Medium,Adventure,1,0
15000000,115,6.3,238,2.6554,2,2020.0,Low,Science Fiction,0,0
38000000,98,6.5,1273,3.9199,2,1997.0,Low,Comedy,1,0
25000000,130,6.276,4573,7.1415,3,2013.0,Low,Comedy,1,1
0,111,6.807,722,6.1252,1,2022.0,Ultra_Low,Horror,0,1
0,97,6.778,450,2.8145,3,2022.0,Ultra_Low,Animation,1,0
0,89,6.1,62,2.249,3,1991.0,Ultra_Low,Horror,0,0
0,100,6.5,61,2.0873,6,1995.0,Ultra_Low,Animation,0,0
0,88,6.1,215,3.473,3,2013.0,Ultra_Low,Science Fiction,0,0
0,93,0.0,0,0.9672,3,1989.0,Ultra_Low,Drama,1,0
25000000,97,6.727,757,2.0852,3,1994.0,Low,Romance,1,0
50000000,110,7.218,1035,1179.7021,2,2025.0,Low,Horror,1,1
140000000,117,6.3,3447,6.2321,3,2016.0,Medium,Adventure,1,0
0,123,6.895,408,12.4851,3,2025.0,Ultra_Low,Romance,1,0
150000000,102,7.591,9750,17.4443,4,2021.0,Medium,Animation,1,0
0,20,0.0,0,1.0922,2,2013.0,Ultra_Low,Drama,1,0
0,61,7.9,164,2.1745,4,1993.0,Ultra_Low,Animation,0,1
12000000,88,5.471,1663,5.8936,2,2004.0,Low,Horror,1,0
0,95,7.015,197,4.2911,3,2003.0,Ultra_Low,Action,0,1
46000000,178,7.992,1661,13.813,3,2024.0,Low,Adventure,0,0
15000000,164,6.5,1022,5.2773,2,2024.0,Low,Drama,1,0
10000,97,2.3,3,1.4176,1,2019.0,Ultra_Low,Horror,1,0
0,81,6.0,1,1.4195,1,2017.0,Ultra_Low,Thriller,1,0
0,155,6.2,61,2.4757,3,2019.0,Ultra_Low,Action,0,0
42000000,129,6.488,2344,3.6355,3,2018.0,Low,Crime,1,0
0,103,6.5,276,5.8582,3,2002.0,Ultra_Low,Drama,0,1
10000000,94,6.9,54,30.3148,4,2024.0,Low,Animation,0,0
5027266,117,6.7,843,4.0843,4,2017.0,Low,Drama,0,1
0,60,0.0,0,8.4459,0,1983.0,Ultra_Low,Unknown,1,0
0,121,3.7,3,3.167,1,2024.0,Ultra_Low,Drama,0,0
1500,83,0.0,0,1.1879,2,2014.0,Ultra_Low,Comedy,1,0
0,97,6.484,158,1.9759,2,2022.0,Ultra_Low,Thriller,1,1
5300000,168,6.751,209,2.6672,4,2006.0,Low,Action,0,1
0,145,0.0,0,7.2408,3,2025.0,Ultra_Low,Western,1,0
12000000,112,7.455,1983,4.0259,4,1982.0,Low,Action,1,1
30000000,129,7.9,17320,11.7938,4,2016.0,Low,Comedy,1,1
0,117,7.431,928,3.0605,2,1971.0,Ultra_Low,Comedy,0,1
7000000,192,7.4,276,3.4858,2,2004.0,Low,Drama,0,1
225000000,143,6.633,15462,12.2416,3,2013.0,High,Action,1,0
0,84,6.0,2,1.1762,1,2019.0,Ultra_Low,Horror,1,0
0,108,6.879,194,4.2851,4,1983.0,Ultra_Low,Action,0,0
0,110,6.844,77,4.1935,1,2023.0,Ultra_Low,Drama,1,1
0,92,7.102,565,3.8132,3,2021.0,Ultra_Low,Drama,0,0
0,105,7.591,1595,3.0722,1,2014.0,Ultra_Low,Thriller,0,1
0,79,6.511,2420,6.4618,4,2004.0,Ultra_Low,Animation,1,0
13000000,133,7.681,2022,8.2326,2,2023.0,Low,Comedy,1,0
0,90,0.0,0,1.4633,3,2015.0,Ultra_Low,Drama,1,0
40000000,121,7.318,4766,4.5107,2,2019.0,Low,Music,1,1
2600000,97,5.2,155,3.3003,2,2007.0,Low,Horror,1,0
0,95,6.8,49,2.4677,4,2020.0,Ultra_Low,Animation,0,0
10000000,113,7.267,4023,4.7718,1,2007.0,Low,Thriller,1,1
0,91,8.108,1689,3.1078,1,1957.0,Ultra_Low,Drama,0,0
0,116,5.7,228,2.969,2,1981.0,Ultra_Low,Romance,1,1
65000000,113,7.309,6000,6.9219,3,1990.0,Medium,Action,1,1
178000000,147,7.441,8555,19.1353,2,2018.0,High,Action,1,1
0,95,5.86,371,3.4928,1,2014.0,Ultra_Low,Thriller,1,1
3500000,91,6.4,575,3.0902,3,2004.0,Low,Action,1,0
5000000,128,7.476,1504,4.2512,3,2021.0,Low,Drama,0,0
6000000,110,7.376,7396,9.933,2,1978.0,Low,Romance,1,1
0,106,5.572,125,2.5012,3,2017.0,Ultra_Low,Horror,0,0
0,77,2.167,6,1.2707,3,2015.0,Ultra_Low,Horror,1,0
60000000,134,7.181,4180,4.32,2,2009.0,Medium,Drama,1,0
14000000,96,6.1,1761,3.5035,3,2010.0,Low,Drama,1,0
65000000,100,5.699,1037,3.8277,3,1991.0,Medium,Action,1,0
140000000,126,7.652,27031,17.4131,3,2008.0,Medium,Action,1,1
0,83,8.1,22,2.1426,1,2024.0,Ultra_Low,Documentary,1,0
16000000,116,6.441,898,6.7892,2,2014.0,Low,Drama,1,0
0,62,0.0,0,5.3336,1,2023.0,Ultra_Low,Romance,0,0
18000000,112,6.861,689,2.6213,1,1997.0,Low,Drama,1,0
0,99,6.86,25,2.2495,3,1997.0,Ultra_Low,Animation,0,1
90000000,119,6.821,13920,8.7927,5,2017.0,Medium,Adventure,1,1
13000000,148,7.145,1170,2.8207,2,2016.0,Low,Thriller,1,0
0,90,6.1,16,2.5526,2,2025.0,Ultra_Low,Romance,0,1
120000000,116,6.908,6289,9.7865,2,2022.0,Medium,Action,1,1
15000000,107,6.419,298,36.6743,3,2025.0,Low,Horror,1,0
5000000,87,6.3,273,2.098,3,2009.0,Low,Drama,1,0
0,88,7.085,65,6.9088,2,1984.0,Ultra_Low,Drama,0,0
100000000,116,6.31,4301,6.5871,3,2010.0,Medium,Comedy,1,0
0,88,7.8,236,2.2269,3,2021.0,Ultra_Low,TV Movie,1,0
63700000,147,7.4,4703,8.0081,3,2006.0,Medium,Crime,1,0
0,99,7.7,142,2.7746,3,2003.0,Ultra_Low,Animation,0,1
120000000,138,5.226,802,7.6364,2,2024.0,Medium,Science Fiction,1,0
65000000,116,7.314,6261,9.7359,2,2020.0,Medium,Action,1,0
40000000,120,7.015,1731,3.7211,3,2006.0,Low,Adventure,1,0
0,68,0.0,0,1.1507,1,2019.0,Ultra_Low,Horror,1,0
0,106,6.6,97,2.5621,2,1969.0,Ultra_Low,Action,0,0
0,62,6.4,254,2.2091,4,2002.0,Ultra_Low,Animation,1,0
0,99,7.343,446,2.9254,4,1986.0,Ultra_Low,Drama,1,1
0,83,7.029,374,2.2456,4,2005.0,Ultra_Low,Animation,1,0
0,70,6.8,5,0.8965,2,2020.0,Ultra_Low,Drama,0,0
0,103,6.167,3,6.0677,1,1994.0,Ultra_Low,Crime,0,0
0,103,6.863,84,2.9282,3,2024.0,Ultra_Low,Thriller,1,0
0,94,6.665,88,4.6062,1,2018.0,Ultra_Low,Comedy,0,0
0,99,6.956,90,3.8054,2,2024.0,Ultra_Low,Family,0,1
3000000,125,7.972,4362,7.3076,5,1986.0,Low,Adventure,0,0
2107575,103,5.571,7,270.7634,1,2024.0,Low,Action,0,0
1700000,112,6.214,434,3.1411,3,2003.0,Low,Horror,0,1
30000000,133,7.083,2925,3.5687,4,2010.0,Low,Romance,1,0
0,111,7.5,62,3.3325,6,2019.0,Ultra_Low,Animation,0,1
0,63,5.4,13,2.2213,3,1988.0,Ultra_Low,Crime,0,0
30000000,100,5.697,1457,2.8356,1,2013.0,Low,Comedy,1,0
0,109,7.432,2322,13.7508,1,2000.0,Ultra_Low,Drama,0,1
0,102,7.777,139,2.3964,2,1954.0,Ultra_Low,Drama,0,0
45000000,122,7.505,6149,6.9505,3,2001.0,Low,Action,1,0
0,113,4.0,1,1.1886,1,2025.0,Ultra_Low,Drama,0,0
0,5,1.0,0,2.856,3,2022.0,Ultra_Low,Thriller,1,0
34000000,120,7.128,4703,7.8091,4,2020.0,Low,Action,1,0
9000000,96,7.72,2473,3.045,3,1979.0,Low,Comedy,1,1
125000,119,7.3,431,2.6428,3,2003.0,Ultra_Low,Action,0,1
0,111,7.4,176,5.3765,3,2018.0,Ultra_Low,Action,0,0
45000000,102,5.623,3351,3.9416,3,2018.0,Low,Horror,1,0
15000000,183,7.992,3951,5.1103,2,1978.0,Low,Drama,1,0
0,95,3.0,2,1.183,1,2018.0,Ultra_Low,Comedy,1,0
150000000,91,6.0,4985,9.5101,4,2007.0,Medium,Family,1,0
0,132,5.7,43,3.4787,2,2023.0,Ultra_Low,Drama,0,0
1250000,129,6.937,1263,3.2439,2,1972.0,Low,Drama,0,1
0,83,4.763,19,2.4906,1,1975.0,Ultra_Low,Drama,0,0
0,145,7.9,678,2.1306,3,1969.0,Ultra_Low,War,0,1
0,75,6.416,1285,4.0117,3,2005.0,Ultra_Low,Animation,1,0
0,118,6.955,601,2.4199,2,2020.0,Ultra_Low,Romance,1,1
30000000,110,6.9,1583,3.3104,2,1996.0,Low,Horror,1,0
0,75,6.01,646,3.3661,2,2002.0,Ultra_Low,Animation,1,0
30000000,114,6.831,1829,8.9196,2,2024.0,Low,Crime,1,0
0,94,7.717,293,2.9002,3,1959.0,Ultra_Low,Comedy,0,0
0,93,7.0,52,2.6738,5,2000.0,Ultra_Low,Animation,0,1
95000000,118,6.21,7564,9.015,3,2010.0,Medium,Adventure,1,0
0,100,4.607,14,2.6264,1,1995.0,Ultra_Low,Drama,0,0
20000000,95,7.188,597,81.8966,2,2025.0,Low,War,1,0
0,85,5.973,526,2.6209,1,2006.0,Ultra_Low,Comedy,0,1
770000,139,6.878,49,3.0009,2,2024.0,Ultra_Low,Drama,0,0
22000000,106,5.925,3842,3.8824,4,2016.0,Low,Comedy,1,0
10000000,91,6.515,1168,3.6666,2,1986.0,Low,Comedy,1,1
1800000,94,6.909,679,3.0137,3,1987.0,Low,Drama,1,1
8000000,92,6.246,491,2.7158,4,1982.0,Low,Action,1,1
0,96,5.5,2,1.4698,2,2017.0,Ultra_Low,Horror,1,0
10000000,86,6.356,565,3.5009,5,2017.0,Low,Comedy,1,0
8000000,105,7.571,2290,3.5712,1,1979.0,Low,Drama,1,1
129000000,116,6.429,3614,12.8427,3,2023.0,Medium,Action,1,0
0,72,6.1,421,2.3045,3,1993.0,Ultra_Low,Animation,1,1
100000000,156,6.967,1635,4.4082,3,2021.0,Medium,Drama,1,0
0,112,6.87,1238,2.3561,2,2021.0,Ultra_Low,Drama,1,0
20000000,127,7.539,2304,4.2331,2,2019.0,Low,Drama,1,0
0,91,7.2,347,4.5439,5,2024.0,Ultra_Low,Animation,1,0
0,5,1.0,0,2.856,3,2022.0,Ultra_Low,Thriller,1,0
0,107,6.3,3,0.9505,2,2024.0,Ultra_Low,Comedy,1,0
0,95,6.067,15,2.2085,1,1989.0,Ultra_Low,Comedy,0,0
159000000,209,7.59,7063,6.2465,3,2019.0,High,Crime,1,0
6000000,208,6.67,244,2.6182,4,1956.0,Low,War,1,0
32000000,129,7.526,312,3.6584,2,2023.0,Low,History,1,0
40000000,127,7.564,3937,6.4925,1,1999.0,Low,Drama,1,0
0,83,7.7,213,8.1052,5,2022.0,Ultra_Low,Animation,0,1
18000000,101,5.856,2336,4.9081,2,1995.0,Low,Action,1,1
50000000,127,6.568,2324,4.0906,4,1995.0,Low,Action,1,1
0,119,6.8,160,2.3235,3,1975.0,Ultra_Low,Adventure,1,0
0,84,7.2,52,2.576,5,2003.0,Ultra_Low,Animation,0,1
0,80,9.0,2,10.7031,2,2024.0,Ultra_Low,Animation,0,0
0,92,8.119,21,58.2783,2,2024.0,Ultra_Low,Action,1,0
17000000,95,6.642,2396,4.834,3,1982.0,Low,Science Fiction,1,0
20000000,110,7.018,5991,6.3994,3,2021.0,Low,Action,1,1
0,91,6.548,1296,6.0449,2,2021.0,Ultra_Low,Action,1,1
70000000,92,5.745,1153,4.1465,2,2009.0,Medium,Comedy,1,0
20000000,104,5.97,1393,4.5437,3,2010.0,Low,Crime,1,1
10000000,105,6.031,873,4.8927,2,2022.0,Low,Horror,1,1
